y,ynoise
2.411055046335295e-4,0.15696641997122532
2.4877510176132323e-4,0.13512232668239954
2.568924755541857e-4,-0.019378966235920225
2.654995685687971e-4,0.04201870810211085
2.746436648707507e-4,0.3681113337926214
2.843782302646049e-4,-0.12648025118141856
2.9476390848468925e-4,-0.02247925243807362
3.058697066984264e-4,0.04091306706217028
3.17774411768788e-4,0.1402419217770558
3.3056828902354007e-4,-0.07627110825209787
3.443551284557796e-4,-0.0030555406879294064
3.592547202274274e-4,0.09093559194560422
3.7540586326725937e-4,0.12258353804506315
3.9297003927489413e-4,-0.22580752508734397
4.121359217789348e-4,-0.028393168398190484
4.3312493909389326e-4,-0.018361292474847954
4.5619817528395635e-4,-0.10398396816661755
4.8166498043627283e-4,-0.14289532563041893
5.098937789134492e-4,-0.04535003482175609
5.41325723477815e-4,0.06413087680658124
5.764920609742732e-4,0.107424724865103
6.160363757711739e-4,0.09961500797051161
6.607432956284862e-4,-0.3216436281179782
7.115758330707995e-4,-0.06407706423963777
7.697243712439214e-4,-0.09967740224645416
8.366715037393155e-4,-0.12658324230283002
9.142786820998402e-4,-0.1434840819766804
0.0010049031903846567,-0.11177043757171293
0.001111557790128973,-0.060073111040635
0.0012381311592176085,0.014116374808513864
0.001389696118274809,0.21559603404993175
0.0015729464727047152,0.048047483771536
0.0017968252570866724,0.1990627146268302
0.0020734426881935148,0.031548717434139305
0.0024194407815010446,-0.04335013449057022
0.002858060617465159,-0.053964870895745636
0.0034223396109929476,-0.058736298176480614
0.004160170768810549,-0.017167344707627562
0.005142513793176471,0.19944906914644556
0.006477103838344295,-0.15083961195756648
0.008332077611705324,0.33632322672253245
0.010978182530276576,0.047375006722523406
0.014867347939819791,0.2271809955407023
0.020786044571391254,-0.16463955529382335
0.030171663373058755,-0.06514533109241998
0.04580946506778327,-0.2308861890956761
0.0734942943293408,0.2169970148132208
0.1263982728358497,0.15001176240356504
0.23806040110745824,0.14855124604379805
0.5078328616268539,0.7453588885767124
1.3000660023758563,1.5248090152969942
4.469819868010382,4.186869618571982
2.0382368723522575,1.8798424596996668
0.7233974634908579,0.8148970013349065
0.32182175086397463,0.1829501975256011
0.16838611499669093,0.08646774035356863
0.10132270026477883,0.2952134885483483
0.07040878251898013,-0.09616109380966505
0.057614912123371435,-0.015793780860272243
0.0564459444384325,4.35210290085003e-4
0.06595061933278873,-0.07460492315055653
0.08981408221999432,0.4021271398290544
0.13919270273309664,0.2363430195447157
0.24308025883433462,0.4501051735574416
0.48351991148268175,0.7279039385443917
1.137244303924088,1.1029171232524408
3.433245099413403,3.614801455864801
4.017146244814928,4.130306680456913
1.2887975256378237,1.0713759114769017
0.55008068404453,0.6958426419651571
0.29515749655076196,0.3166457373786155
0.20262295614316414,0.3519340276274634
0.18661876694607615,0.27024584482083874
0.23262945040705466,0.2454402331459515
0.3739075760829282,0.28002182731135516
0.7399666459908413,0.6918813697361775
1.8111428427805392,1.9073688676754401
3.529993899252358,3.539154510617167
1.221191803001013,1.3415617215350482
0.5309870582594374,0.5506958804042894
0.26842515645930176,0.3210353327181727
0.15121580103330134,0.2659249862262479
0.09258208457519998,-0.09196454624873932
0.06065979531954928,0.14787804410230007
0.04212400233192421,-0.02586775231689959
0.03081953920610269,-0.2969236864369829
0.023670778344040477,0.17391149359939811
0.01904051572963042,0.08667660985345416
0.01601138279630702,0.06009409025004442
0.014047860573776034,-0.06707764212368521
0.012827578098304735,0.1939708696089878
0.012152844612867851,0.1715529541779551
0.011902363562413748,-0.028651300311116033
0.012004096012222513,0.17003428941996465
0.012419806779882974,-0.06684105295413525
0.013136417327762558,0.10501179124275456
0.014161609716013959,-0.042350488897530444
0.015522370394328334,0.09577806769573588
0.017265890089186293,-0.1177992637607868
0.019462727561330682,0.384642490408176
0.02221256086763197,-0.00677156775308772
0.025653305992308497,0.032915760812575204
0.029974997764863565,-0.01106099509017594
0.0354407657405889,-0.2511409953408869
0.04241876793041923,0.06671478807333243
0.05143155109901835,-0.24825407613205078
0.06323389641981282,0.28127274258573204
0.07893855888708916,0.32328836894263285
0.10022501858944997,0.2270797265476181
0.1296970316863613,0.2963293051159002
0.1715171664401055,0.0011720284028228223
0.23257952042131852,0.24022261425912259
0.3247808852777128,0.17656529237970806
0.4696658672589954,0.17840372589006653
0.708560263876101,0.6364909867311951
1.1264593243792662,1.0640326580983823
1.9139659375674156,1.8777905123241898
3.5483758124833114,3.5470771741346616
5.125650058891054,5.212435038650479
2.6678703754395023,2.720029180123551
1.5914797670331935,1.422636216473504
1.092759570537767,1.2960232513370238
0.883030906872784,0.8369474158793081
0.8580895901706107,1.0081739369295661
1.002327322972136,0.679739823585761
1.3741634578593582,1.2144982743265622
2.151327027043954,1.9931281674687555
3.796597042699391,3.7161021340857237
7.621001852227588,7.7360631020728805
3.7573874156683424,3.833311901678323
2.0676720432978097,2.0936431133537106
1.2342588991329289,1.1720423706206093
0.7845669006254982,0.6010051863074627
0.5244200563917861,0.4365464860244836
0.365330891714687,0.33701284252240943
0.263541575879557,0.39111431651747325
