44,43,44,49,55,76,88,110,140,144,133,116,91,76,98,116,123,148,144,112,135,103,76,62,49,53,55,75,91,140,160,194,179,160,140,93,72,84,112,140,163,129,99,92,72,61,65,54,44,43,48,61,87,133,123,115,139,163,187,194,144,98,103,148,95,76,129,115,69,55,60,60,60,65,75,88,135,140,139,148,148,148,135,135,135,163,179,160,123,85,76,75,75,68,62,60,54,52,52,55,62,70,76,93,123,140,148,107,85,86,108,160,190,148,144,125,135,135,125,76,60,49,44,44,52,61,76,103,144,155,160,186,169,133,123,148,186,163,125,112,93,70,55,60,55,60,60,54,70,76,85,84,88,93,95,89,84,76,93,133,99,96,93,96,92,88,75,62,60,49,44,43,55,80,112,129,139,129,107,89,86,89,144,200,200,211,169,84,80,98,76,70,72,70,52,61,88,140,179,186,163,135,135,140,108,93,92,84,133,186,169,144,179,135,133,95,89,95,116,123,76,76,93,87,91,87,76,70,62,87,139,160,163,129,99,91,107,92,135,107,87,80,75,77,115,139,179,160,140,163,140,112,125,144,180,200,180,140,160,129,76,76,75,70,55,52,53,44,44,55,69,76,76,84,80,80,88,116,135,148,140,190,140,160,140,96,69,53,48,55,68,60,70,75,76,86,135,192,133,140,190,205,212,190,139,103,133,125,115,125,90,76,70,69,61,61,70,75,84,115,144,133,116,163,190,160,186,169,133,92,91,77,76,76,75,76,86,84,76,77,88,103,144,186,197,192,190,169,186,133,155,140,110,92,87,88,80,76,76,76,76,76,77,84,86,76,76,84,133,179,160,187,200,144,133,110,92,88,76,75,75,76,89,95,87,88,99,107,108,133,148,180,209,211,211,205,190,203,200,155,99,86,84,84,86,85,76,75,75,76,80,129,180,180,148,163,163,186,219,211,197,160,140,107,85,76,76,75,69,61,61,65,76,90,90,123,140,148,110,148,219,209,190,160,148,140,93,84,76,69,60,55,61,61,55,60,75,86,96,115,116,108,116,107,187,163,163,144,80,84,92,76,69,60,61,60,60,55,60,77,133,160,148,135,92,91,187,169,123,125,163,179,112,88,75,68,60,60,55,55,61,87,144,144,96,112,90,108,139,112,80,75,70,65,60,60,61,69,60,61,75,70,69,68,70,108,190,179,155,144,139,187,129,108,125,155,148,93,85,76,75,72,75,75,76,95,139,190,192,155,180,163,160,192,187,179,148,116,125,96,76,75,72,69,70,69,62,69,88,140,155,125,115,116,129,140,116,148,144,135,110,107,144,112,87,75,69,60,55,60,52,52,49,69,76,88,86,87,93,98,108,125,129,107,93,99,108,133,103,84,70,68,54,49,52,54,52,53,75,88,87,99,96,116,187,180,135,98,86,88,86,70,61,55,55,60,60,52,60,62
43,43,70,85,89,107,123,112,108,108,116,87,86,93,99,98,112,179,148,129,129,96,88,88,76,70,76,123,179,190,190,179,125,108,125,90,89,88,75,115,163,129,98,123,88,75,55,49,48,54,76,107,144,144,108,98,91,144,179,169,160,140,123,160,88,80,135,99,68,55,49,44,60,87,116,135,140,140,129,148,115,76,90,135,144,163,180,180,115,76,75,86,90,87,76,65,61,61,65,75,86,95,103,90,90,115,123,92,76,92,133,140,135,108,133,140,148,129,148,93,68,52,44,52,61,76,92,108,116,110,123,125,123,107,90,107,116,139,140,129,76,68,55,61,61,52,53,65,80,92,129,125,125,96,98,107,107,89,85,107,91,116,140,144,112,112,88,75,61,62,53,70,93,144,163,155,180,135,112,115,133,115,139,180,148,169,140,77,107,139,123,148,140,123,108,140,200,190,148,144,125,125,116,148,140,129,140,99,133,160,160,169,163,140,148,140,160,160,148,129,91,76,86,77,84,75,75,85,88,163,190,179,160,116,116,90,84,87,148,155,163,133,99,116,125,133,186,148,135,95,88,90,90,139,190,200,194,186,155,107,84,84,89,88,70,65,61,44,55,76,84,93,93,86,84,90,92,125,129,110,163,187,144,110,112,99,75,54,52,60,61,62,75,84,76,91,144,160,110,144,192,211,205,140,163,160,155,144,135,103,76,70,55,55,52,53,60,76,90,123,169,148,144,155,192,187,211,212,192,169,108,92,96,88,80,76,76,75,85,90,90,103,139,194,197,190,187,197,194,155,180,192,190,163,139,91,108,96,88,84,76,75,72,69,61,68,65,76,129,190,194,187,192,148,148,148,140,133,112,107,123,108,103,107,76,76,76,86,85,87,91,148,205,212,212,209,200,211,203,155,90,87,85,76,76,75,69,70,68,75,84,96,98,98,99,107,140,194,212,209,194,155,116,125,103,84,88,76,75,68,69,75,75,76,84,91,87,85,84,116,205,200,155,148,148,187,133,87,75,69,61,68,62,61,69,70,75,75,76,85,84,85,92,108,180,144,160,148,96,95,84,76,72,70,68,60,60,55,69,91,133,125,133,108,90,92,186,203,180,160,155,148,135,87,75,68,60,68,60,62,70,85,107,93,77,92,88,129,179,169,116,86,92,92,72,61,61,69,70,75,75,75,69,69,76,103,148,155,155,133,148,197,135,140,140,186,179,96,76,75,72,69,72,69,76,89,140,180,186,135,155,160,197,205,192,187,180,155,135,92,75,69,70,72,69,69,61,61,76,90,90,76,76,92,144,144,125,110,135,112,96,133,169,115,88,75,62,61,65,55,53,53,60,70,72,72,62,69,75,76,90,116,125,116,95,115,103,125,88,88,76,70,61,55,55,54,60,60,72,75,70,69,75,89,180,197,186,108,92,86,76,69,61,61,70,69,68,69,72,69
75,76,135,192,179,112,107,125,103,93,98,76,75,84,107,129,148,144,140,180,140,123,140,169,129,91,155,186,194,169,163,133,103,91,98,99,148,139,103,135,148,112,93,163,140,98,76,75,89,123,140,140,139,110,84,85,90,125,125,140,140,148,125,133,84,89,133,115,96,84,72,70,76,129,115,115,133,133,116,135,125,116,160,197,211,203,203,186,133,108,98,110,140,148,139,93,110,115,115,144,140,99,95,87,89,103,92,76,86,99,139,112,144,140,125,125,140,140,163,116,80,65,54,69,84,98,89,89,87,84,98,99,110,93,86,88,123,98,133,112,90,96,95,87,77,75,76,91,112,116,139,115,96,76,85,89,76,89,125,135,110,125,129,155,180,179,160,123,95,110,110,112,140,155,155,140,148,133,140,135,135,123,139,163,140,96,103,98,155,160,144,190,190,133,125,180,203,163,123,90,76,76,75,92,129,140,148,129,163,197,179,187,187,169,163,125,140,187,125,155,140,108,133,84,75,72,76,87,112,169,169,125,144,148,133,115,90,85,148,200,163,129,148,133,95,148,155,133,112,80,84,108,116,148,180,160,187,179,98,108,110,116,140,140,110,115,76,75,77,99,115,110,110,107,99,86,91,93,107,110,148,194,169,110,110,133,93,70,60,60,60,75,98,92,89,110,139,140,133,125,180,212,187,163,194,155,155,125,135,99,75,60,48,44,36,38,52,76,115,140,148,160,107,115,155,203,221,211,212,179,116,125,96,84,75,75,76,75,75,84,89,110,155,197,197,203,212,211,200,160,180,190,190,186,140,133,140,95,76,75,75,65,49,44,52,60,60,76,123,190,186,180,187,169,187,186,187,187,194,200,160,115,96,84,76,77,84,76,76,75,85,139,200,209,205,197,203,212,205,179,107,108,96,84,75,70,62,70,75,76,76,76,76,72,75,76,98,190,209,203,192,179,180,197,186,155,148,123,88,85,76,76,76,76,80,75,75,75,86,139,212,203,192,169,140,192,123,88,87,84,76,76,75,80,88,80,76,76,76,75,76,76,98,148,190,160,179,129,107,110,103,115,108,98,76,61,70,75,85,76,76,76,76,75,76,80,123,197,197,163,179,133,140,99,80,76,69,65,62,70,76,86,76,76,75,75,77,125,180,155,140,99,110,115,84,70,70,75,76,75,70,72,75,70,75,110,125,110,110,135,163,163,135,148,155,155,155,96,77,70,69,61,65,75,75,87,108,110,93,91,99,129,194,190,200,186,179,169,139,98,80,76,76,72,61,55,62,69,75,76,76,72,75,76,140,180,169,148,148,92,84,125,187,135,85,69,70,70,65,60,55,62,75,70,60,60,61,75,76,75,84,88,95,112,80,88,123,140,110,96,88,75,70,60,52,54,55,68,68,61,53,54,61,76,179,192,169,112,99,91,84,88,75,76,91,85,75,69,70,70
92,103,139,203,186,125,86,85,76,61,75,86,95,116,155,179,160,140,160,186,205,187,205,194,115,92,112,116,80,84,75,76,98,148,163,197,192,190,163,135,140,125,133,180,194,190,96,110,123,190,205,163,148,135,115,135,99,95,95,140,187,148,96,88,88,98,123,144,123,98,95,144,140,148,115,98,99,86,96,116,148,148,180,203,209,186,163,144,123,135,123,135,135,129,135,116,112,123,133,139,135,155,187,186,133,76,88,95,91,116,140,160,187,160,135,129,139,194,186,139,133,96,91,95,139,155,135,76,62,89,90,88,92,103,116,112,110,99,135,116,90,92,103,135,103,108,98,96,87,85,87,70,68,70,89,75,75,70,93,139,107,75,75,92,160,140,148,180,186,187,169,148,140,155,160,108,92,93,148,187,163,135,88,99,116,125,92,148,203,187,140,190,179,98,163,203,200,133,91,88,92,96,115,135,140,187,197,155,140,129,116,125,116,155,107,93,115,155,180,190,140,187,169,125,84,76,107,125,103,96,116,90,75,69,76,76,75,80,148,190,180,163,133,135,135,115,93,92,140,133,135,163,163,155,190,140,86,75,70,86,123,140,115,133,99,85,76,76,107,116,103,90,76,85,76,89,135,115,95,93,98,169,179,148,179,194,190,116,76,72,110,148,123,140,140,115,125,89,93,99,125,200,160,140,125,139,155,139,140,112,91,87,76,76,88,112,116,148,148,169,169,129,91,98,133,148,200,190,197,144,115,86,76,65,70,70,69,69,76,107,179,187,200,212,211,203,194,200,200,179,194,200,169,190,179,139,112,88,75,68,49,37,48,52,69,65,72,92,139,148,155,192,211,212,211,200,209,203,187,163,139,92,76,61,54,68,72,72,69,70,86,144,197,203,200,203,192,203,212,200,192,179,155,140,125,125,92,86,75,70,65,61,60,61,69,75,95,179,211,219,203,190,205,205,203,179,140,140,139,116,88,75,61,70,69,70,75,88,116,169,192,192,209,160,139,169,140,125,186,194,194,197,187,129,88,76,60,60,54,65,61,75,95,160,186,139,140,133,93,140,179,197,205,200,179,98,91,84,76,75,69,62,55,68,69,75,98,180,197,163,103,99,186,179,148,115,76,76,75,76,70,69,69,68,60,55,70,88,139,148,169,148,135,140,96,90,84,76,76,76,77,84,86,80,84,87,84,84,77,88,88,95,95,110,139,192,169,129,108,96,84,88,80,76,75,76,76,75,76,86,93,139,187,180,186,169,160,160,187,180,110,93,80,72,75,84,80,86,90,76,75,76,76,84,140,192,169,169,148,77,76,116,139,99,89,91,103,86,76,72,62,62,69,68,55,55,60,70,61,76,110,112,91,76,80,93,160,200,190,179,169,163,140,89,70,55,60,52,44,37,37,52,76,135,187,180,180,160,140,148,133,140,140,108,96,91,75,70,68,61
75,88,133,190,169,140,84,88,88,75,90,140,192,180,123,91,84,84,133,194,203,194,187,190,125,107,90,80,96,108,80,70,112,194,197,148,140,144,148,140,135,148,187,180,194,139,99,96,92,148,209,186,139,125,96,139,116,116,135,180,139,107,123,110,103,123,160,148,135,133,92,103,148,186,107,75,69,70,93,160,203,203,197,190,197,194,169,140,144,135,110,99,135,140,133,99,125,169,192,190,148,135,160,148,103,87,99,139,140,160,163,180,186,140,140,192,179,169,123,139,169,135,99,140,155,144,123,62,75,87,76,77,87,91,110,160,148,160,133,116,129,112,112,108,84,85,95,107,95,92,76,75,70,76,86,88,80,75,85,75,60,54,65,76,129,180,180,186,155,110,140,163,197,186,163,133,140,180,197,197,123,76,61,76,84,80,89,103,135,123,148,179,140,133,192,205,187,125,115,135,123,92,123,140,160,180,148,133,92,91,112,144,133,140,98,110,103,139,187,192,144,190,200,139,99,123,192,155,108,91,99,90,75,87,103,88,84,91,129,148,148,116,87,84,112,115,129,110,115,115,133,110,140,133,148,148,91,89,115,129,160,192,140,108,75,93,110,125,155,192,190,148,112,123,95,140,148,133,139,129,123,155,144,179,192,197,179,140,92,103,190,194,148,144,140,135,140,99,107,99,93,148,129,148,169,129,129,129,148,160,140,140,140,135,180,187,163,180,155,163,169,135,90,85,129,115,180,192,200,169,133,96,92,103,103,84,76,88,140,190,179,186,192,197,187,179,179,190,194,169,200,197,190,197,139,123,125,86,75,60,52,49,61,68,75,75,85,139,179,190,148,116,187,209,221,203,219,209,135,133,148,99,75,55,44,55,62,65,76,88,116,192,192,197,187,190,186,192,212,219,197,116,116,144,144,155,112,77,72,65,55,55,62,75,75,90,123,186,209,203,200,205,209,209,200,163,103,140,135,123,84,60,54,62,52,60,76,107,140,179,163,129,140,129,140,180,169,139,187,197,197,197,148,89,75,61,54,60,52,69,75,86,116,140,144,98,93,123,135,160,180,180,211,205,192,110,86,77,70,61,55,48,44,55,60,76,133,163,163,125,116,163,192,160,135,92,76,80,76,75,70,68,54,44,44,55,69,75,92,110,129,129,125,148,179,133,133,133,110,96,95,91,80,75,70,61,62,68,72,77,80,88,88,139,160,190,186,192,187,180,163,163,125,80,75,76,76,75,72,75,87,139,186,192,197,203,180,180,190,148,179,144,115,116,135,110,80,76,70,62,61,68,75,99,160,192,160,140,99,84,98,169,192,179,108,125,148,88,76,75,54,54,60,52,44,44,60,75,70,87,129,98,76,76,89,140,190,212,203,209,203,160,112,84,68,69,61,44,35,29,44,88,133,140,163,148,140,140,129,129,112,140,148,116,112,95,92,96,75,55
107,125,112,108,92,96,99,98,123,96,98,148,179,163,115,70,87,99,123,179,186,129,135,125,95,103,140,140,186,135,107,139,205,205,160,148,135,140,139,139,129,155,194,190,140,108,95,77,75,115,197,160,135,95,80,139,180,180,186,200,186,186,125,85,107,135,133,87,90,98,91,88,123,129,92,77,76,123,197,221,221,221,197,192,200,194,160,144,186,163,110,108,179,144,123,96,112,148,194,190,169,98,112,112,125,160,186,194,192,179,125,115,129,98,90,90,95,139,116,148,144,133,148,140,135,144,96,70,76,89,89,92,99,144,144,179,135,135,125,96,133,133,92,76,62,68,76,148,187,148,125,93,84,75,75,115,93,76,75,61,60,61,61,76,123,163,180,190,148,107,160,179,197,194,160,123,139,197,194,140,75,61,75,76,77,70,62,65,76,116,180,160,139,155,192,197,179,144,140,108,115,125,148,160,180,169,99,77,76,88,110,155,140,140,129,116,112,135,155,200,197,180,169,110,129,197,180,112,96,107,86,75,75,75,90,123,148,179,144,144,140,125,93,108,139,133,116,88,88,88,107,75,96,139,139,112,140,169,186,187,192,197,160,90,98,125,116,148,140,197,192,190,197,190,180,192,187,110,115,108,88,112,93,112,197,169,133,133,108,144,197,186,160,135,140,116,123,87,108,108,139,148,155,186,190,135,135,179,194,180,160,187,190,160,180,187,197,190,179,115,85,110,80,90,187,205,200,197,190,192,192,190,180,169,169,129,99,112,163,190,180,194,194,169,133,144,180,197,190,179,190,186,194,155,112,115,163,125,90,76,85,88,80,91,103,125,148,169,163,140,123,135,187,194,212,219,219,203,148,155,194,139,87,76,69,70,84,90,125,187,209,209,209,203,187,180,190,200,205,190,129,88,133,180,140,144,163,123,103,77,75,75,88,103,107,139,163,187,179,179,179,197,219,205,194,148,108,91,123,110,84,70,62,55,65,95,140,148,148,140,103,91,116,140,148,187,163,140,148,179,203,192,148,89,69,60,60,70,75,96,115,135,116,135,140,115,103,116,179,197,192,192,190,179,148,110,90,75,62,55,43,37,43,60,84,108,163,163,160,123,108,194,197,155,116,90,76,86,77,70,60,54,38,37,44,52,61,76,96,103,89,87,92,187,209,179,192,187,169,140,108,77,65,54,48,53,60,68,69,77,88,80,92,123,116,140,203,197,194,160,194,160,92,76,75,69,61,70,75,76,92,139,194,205,209,205,194,192,140,140,197,155,140,160,179,107,76,62,54,52,60,84,95,139,163,163,116,99,93,112,133,155,203,197,125,129,84,69,76,76,65,61,53,44,44,54,84,96,91,95,92,80,76,70,92,123,148,200,187,192,203,148,92,99,90,76,61,43,38,55,90,133,135,107,107,112,99,92,76,76,89,129,140,140,135,96,133,129,85,76
190,186,90,49,69,99,140,140,186,160,160,140,135,133,89,72,91,95,123,179,139,95,123,107,87,98,186,192,179,140,187,194,197,197,179,190,209,209,187,144,148,155,190,160,123,123,93,84,135,148,205,212,194,135,110,155,186,186,155,155,110,140,163,112,129,186,135,93,93,93,133,112,80,61,103,148,192,205,224,211,209,205,200,200,144,112,140,148,148,139,96,99,133,115,95,103,99,148,203,148,108,135,144,139,179,187,200,190,169,135,144,135,112,107,76,86,139,160,144,103,110,163,190,194,155,139,116,108,125,179,139,160,192,169,116,98,93,96,91,107,148,179,115,88,75,77,90,160,186,140,129,116,103,76,90,87,84,93,75,75,99,92,144,203,212,197,148,148,163,192,209,194,186,155,98,91,110,140,133,84,110,133,125,116,96,75,60,84,108,148,194,186,133,135,194,190,129,140,148,116,140,163,148,144,123,93,77,76,115,140,135,92,87,70,70,84,76,76,123,187,135,160,186,180,160,155,148,99,85,76,75,75,88,72,77,92,148,96,89,88,88,84,96,133,133,129,123,84,75,75,135,139,108,93,88,85,116,155,125,88,93,98,107,99,75,75,91,180,187,203,133,179,163,179,180,148,99,69,69,60,76,108,140,187,186,187,179,163,133,140,179,169,148,115,90,90,116,115,76,88,139,140,133,116,99,92,123,169,211,144,125,200,203,169,180,148,194,190,194,139,108,135,144,187,200,194,179,129,87,115,192,197,194,179,187,160,155,200,187,169,123,155,135,98,140,194,224,221,221,200,180,148,89,76,96,186,219,212,200,179,140,190,187,186,163,163,129,140,140,135,129,115,135,187,169,144,169,179,192,197,190,190,192,155,98,93,144,108,85,103,155,179,200,190,186,187,155,180,200,160,135,125,192,187,160,180,190,148,186,139,110,190,205,203,205,180,108,125,129,148,190,200,200,169,140,180,140,108,180,205,192,186,135,155,140,129,116,115,88,76,75,76,76,135,179,160,155,179,187,190,212,209,192,148,148,115,108,148,148,96,108,129,125,135,135,123,123,148,190,205,187,139,135,88,107,110,91,75,55,44,44,76,140,140,139,133,133,89,84,89,91,140,180,169,140,103,76,95,76,62,55,44,37,53,68,68,75,84,88,76,76,88,135,194,197,197,209,190,180,160,99,76,65,52,52,54,75,93,88,88,87,92,88,91,92,140,209,179,203,211,163,160,125,92,75,76,69,69,77,112,116,148,194,179,190,190,187,190,186,200,192,133,133,148,200,179,99,75,75,88,123,116,129,148,116,163,135,96,84,98,169,155,139,140,144,139,90,76,86,84,98,140,103,76,69,88,108,110,93,85,75,75,87,88,123,135,135,99,139,155,148,96,92,125,140,133,139,110,86,110,110,115,133,133,116,93,86,88,90,115,187,148,93,95,115,163,160,160,148,140
139,129,72,49,69,93,125,99,187,187,133,96,116,125,65,69,85,110,115,160,140,139,112,80,84,123,139,160,148,163,125,140,190,194,186,200,197,155,98,80,116,155,179,190,186,140,140,133,192,200,203,190,163,103,115,194,224,205,139,123,92,140,179,160,155,148,133,107,96,103,103,77,76,90,160,148,144,192,219,221,200,187,163,98,75,76,144,190,186,125,129,125,96,90,87,85,76,95,192,95,76,76,84,92,123,163,190,200,190,190,180,135,133,116,99,98,123,192,160,129,123,133,180,197,197,155,116,88,140,200,194,190,140,125,108,87,75,75,84,115,179,169,125,88,84,123,140,140,133,99,90,115,129,89,76,95,89,76,54,75,115,148,180,180,169,179,155,140,155,179,192,163,135,123,75,65,88,140,148,123,90,87,91,84,80,77,90,116,135,125,129,125,96,135,194,148,115,125,133,115,148,160,144,148,125,88,95,129,140,115,80,75,75,75,76,61,61,75,112,179,163,190,197,179,169,186,148,148,112,89,110,123,125,91,96,139,98,76,95,88,77,76,88,133,123,115,116,85,55,76,99,76,84,62,75,99,98,88,107,91,77,69,60,85,76,77,139,200,205,205,95,99,129,169,163,139,80,62,61,75,98,144,144,148,169,186,148,139,187,209,200,192,148,76,75,87,135,135,90,115,129,148,144,140,80,84,93,140,180,99,93,186,148,103,110,140,187,187,197,192,190,186,187,180,192,169,140,98,80,135,197,169,135,123,144,139,160,212,219,200,180,186,192,190,187,200,197,200,197,187,125,92,108,103,103,160,212,205,180,140,179,163,144,155,163,169,179,135,110,76,123,144,180,144,155,135,140,133,140,192,203,169,160,92,75,110,125,107,90,89,163,194,190,186,148,125,144,197,203,180,144,135,139,144,169,203,186,160,180,140,116,155,209,197,187,133,90,179,203,205,212,209,186,169,160,160,135,169,205,212,205,197,160,180,186,140,144,125,99,96,123,135,133,169,186,169,186,192,186,192,200,209,187,155,192,135,155,148,125,123,155,194,148,140,110,89,87,107,163,190,169,163,186,98,148,203,163,107,85,76,89,169,187,163,140,140,103,84,75,76,96,169,186,155,133,108,92,96,76,61,55,61,70,76,90,76,65,61,84,88,84,108,160,203,192,203,197,144,186,169,108,75,69,69,69,76,123,140,86,75,75,75,75,89,96,140,197,190,194,205,148,169,179,187,115,89,84,88,116,169,180,169,169,140,187,194,190,180,187,200,205,194,180,180,203,169,148,110,125,144,144,140,144,135,125,125,93,93,107,140,190,160,155,180,139,140,110,99,116,93,125,144,139,89,80,116,110,91,95,80,88,103,86,107,103,123,139,144,180,203,179,125,99,163,148,155,186,144,103,186,169,139,116,93,84,75,70,76,90,179,192,116,103,125,148,180,148,169,148,148
129,77,44,48,65,107,108,99,148,129,84,65,88,84,70,75,91,115,160,160,148,160,140,87,70,92,108,133,169,99,72,148,200,160,160,129,110,86,80,98,148,186,148,135,125,93,103,96,144,186,180,144,86,72,80,190,219,200,148,129,116,148,139,144,144,133,144,135,98,95,96,133,92,129,140,135,144,200,212,212,197,139,84,69,69,96,186,192,148,129,155,190,155,110,88,92,116,155,155,76,76,61,69,76,86,135,148,190,179,148,140,99,98,76,95,125,133,163,116,90,85,96,133,169,179,155,129,148,180,194,200,163,139,116,135,115,75,70,112,144,148,95,84,69,75,110,186,148,88,90,90,116,140,148,125,133,96,76,70,123,148,110,98,84,86,76,75,76,123,163,133,99,95,116,76,61,76,96,108,91,69,76,80,70,95,108,115,123,107,76,77,89,91,148,194,135,115,115,123,125,123,169,163,148,140,140,160,144,110,103,84,68,60,54,61,68,86,129,140,190,192,203,203,187,197,200,194,187,155,139,144,139,95,95,112,86,70,75,86,85,85,92,115,144,85,77,76,52,38,76,96,88,108,96,140,155,85,80,89,84,77,75,62,70,76,89,112,140,187,190,86,75,99,169,194,135,91,84,76,108,160,169,148,148,163,163,155,129,186,211,212,179,98,75,95,108,144,160,160,148,179,192,186,115,90,93,144,110,115,107,84,99,91,112,99,133,190,203,187,205,203,200,187,200,133,148,92,91,123,148,192,163,123,123,107,103,155,200,200,200,197,192,205,203,186,194,194,194,148,92,84,77,108,116,107,187,209,212,219,186,194,194,160,125,110,107,107,112,98,99,180,194,179,140,139,144,107,133,125,186,211,155,110,69,75,140,107,99,169,179,209,187,209,194,180,129,190,205,186,148,187,163,148,180,190,212,205,186,148,139,148,203,209,187,180,169,115,115,187,203,186,112,93,93,89,103,98,110,144,194,180,129,180,140,200,192,180,179,112,163,180,148,155,129,123,133,169,186,192,197,203,200,163,163,197,116,163,144,163,129,169,179,135,95,84,93,115,115,140,160,107,123,125,129,148,187,179,148,110,84,96,160,190,169,148,140,76,76,98,112,139,186,163,107,89,112,123,116,108,88,70,76,95,90,89,75,75,70,76,75,99,155,186,179,148,133,129,140,194,200,116,89,87,89,75,115,186,160,112,77,76,88,87,135,169,190,194,190,163,186,186,192,200,197,180,144,148,200,203,179,155,140,148,140,187,194,163,163,194,209,203,186,144,187,205,140,140,148,144,144,169,186,179,186,107,86,88,140,180,190,186,169,144,133,135,140,93,133,133,115,155,186,125,76,108,160,129,116,112,80,75,69,84,90,107,135,90,89,133,139,84,75,96,140,108,192,194,148,125,192,203,180,129,98,112,108,95,99,116,190,187,160,148,144,125,148,169,194,163,98
86,76,55,44,65,92,87,80,87,75,70,91,155,133,163,169,155,88,92,116,116,110,84,76,84,123,129,155,140,86,84,179,203,187,148,135,89,92,133,144,163,148,140,129,129,103,140,140,144,135,115,89,75,72,84,133,197,187,160,125,139,116,155,180,148,107,108,96,77,92,148,140,99,148,125,129,144,180,219,192,115,76,60,75,88,180,200,160,139,135,135,129,110,90,69,76,107,180,123,91,89,76,76,61,80,135,125,133,123,96,123,112,98,84,92,115,116,88,84,75,84,99,133,96,123,179,155,144,148,197,194,139,96,80,77,84,62,55,95,103,91,76,61,55,75,98,116,110,89,93,75,90,140,144,140,129,95,72,84,135,179,125,76,68,76,72,61,68,107,133,139,163,99,98,86,87,99,144,140,110,89,91,133,144,169,110,110,96,80,75,44,75,98,190,186,187,203,144,123,133,148,179,148,133,129,180,192,93,76,85,92,72,53,60,53,62,93,129,125,99,125,140,169,179,194,205,197,192,135,92,125,123,89,75,75,55,55,70,76,84,77,87,115,112,75,55,68,55,60,98,116,140,135,140,192,148,88,76,84,84,76,76,88,93,85,85,99,133,180,140,76,76,125,203,211,148,98,107,91,133,139,112,103,91,103,116,139,140,186,209,200,115,92,93,103,85,144,200,197,194,186,144,139,140,194,140,98,76,76,116,123,148,129,180,144,129,179,187,190,219,221,203,194,187,129,125,75,84,148,194,190,140,123,135,110,123,125,160,187,205,187,197,211,200,180,209,205,179,160,90,93,80,75,88,148,203,200,221,231,209,187,190,148,99,125,103,140,197,190,144,140,163,148,140,129,133,92,112,129,190,209,140,139,90,123,187,108,140,200,203,209,200,209,203,187,160,148,116,123,110,133,148,180,186,211,219,219,205,163,115,148,203,192,192,192,179,115,140,186,179,140,107,88,55,38,72,92,76,91,135,133,116,148,99,140,187,211,187,148,169,163,125,98,96,99,107,148,190,194,179,186,180,194,200,192,98,140,163,194,190,187,180,133,129,110,148,155,139,139,148,123,93,98,123,125,96,144,148,129,110,129,133,129,144,96,93,76,110,140,116,107,96,86,91,93,89,135,160,179,123,84,88,110,77,76,75,76,76,75,95,133,140,155,139,88,75,76,108,209,211,187,179,133,103,96,148,180,148,115,76,99,140,140,179,200,203,194,180,148,155,179,211,205,192,186,179,205,211,211,192,155,112,110,140,194,190,169,180,192,197,186,169,135,186,192,169,192,133,125,155,203,194,148,140,89,86,112,187,192,197,200,192,148,125,88,85,98,160,107,96,103,144,84,76,148,192,144,140,129,112,112,115,125,90,85,77,75,87,76,76,68,76,87,107,110,129,107,107,139,194,203,200,144,160,192,169,163,148,187,187,133,103,90,88,89,99,148,187,160,115
