y,ynoise
-0,-0.04789526591838972
0.14799565735508793,-0.058691702925633554
0.029370153981902982,0.08367688883720076
-0.25238725701491727,-0.3844051927716608
0.25923686007754376,0.15008002050116265
-0.14212139057760886,-0.1351443610563472
0.029565217979157486,-0.08794543824697235
0.02320446720383798,0.07236491707066071
-1.6805695068926056e-15,0.061294961919559805
-0.10627872018371298,-0.433529839580987
0.2839846157635707,0.08895712781819107
-0.46442275921915904,-0.6015502569348068
0.4996443643437175,0.20337868747519228
-0.23942326795940286,-0.21384226769988182
-0.25840106473231633,-0.21070449257280896
0.5822665125351779,0.7759810608116435
-0.2795957366314582,-0.27158724700688414
-0.4232975844966538,-0.33586770033081403
0.557541894925358,0.4601984105539628
0.21681312279369588,-0.050963588348071215
-0.649435569515292,-0.5352101333826654
-0.1558185064814459,-0.18140473130301202
0.6744365831262386,0.44362728812927477
0.2708788497982369,0.3594162195885011
-0.6202640294501242,-0.7141911229732496
-0.5252940512766782,-0.4633783705930657
0.37155233845100005,0.24146305059991233
0.7596284500109021,0.834555418373404
0.1465962598893719,-0.11157200910781659
-0.6578081849400803,-0.8510642341756451
-0.7093537313769682,-0.8012812952423978
0.00915468256263818,-0.19563351378864427
0.7248725051307603,0.7120797067417795
0.7542694414071471,0.6906797872962324
0.1086287092254182,0.19359438916867347
-0.6312659239230076,-0.5557687481938888
-0.8750784152406257,-0.939157871724005
-0.4695313553119544,-0.4843862019769687
0.2647180989861728,0.10330949148178684
0.8250462825601279,0.9684413540476189
0.8733546494323576,0.7110041616487666
0.410618647334387,0.2430184587215691
-0.2780800865317446,-0.1786780029799856
-0.8201525910843274,-0.8990012802091105
-0.9563689454704818,-0.8190930080317326
-0.6462075120630173,-0.8813891836858
-0.05203848873862316,-0.14322815918786372
0.5614064627768083,0.5210757886044364
0.9496994284888752,0.9898990494851053
0.9793681945818176,1.1071063603725682
0.6597947782941614,0.797244073112621
0.11865747947919245,0.06307116572526178
-0.45754873244443284,-0.5049544684109707
-0.8904683080420573,-0.5157677361837476
-1.0618012389583686,-1.2339326955817609
-0.9381963159390697,-0.9778804439833043
-0.5681385222857847,-0.8596104648199037
-0.057885678871746,0.16385958684999294
0.46273940141096803,0.7214861904648875
0.8740702643985105,1.0236428146544851
1.092000662721608,0.9556182786073073
1.0811312794520256,0.9349875727312151
0.8554248685071558,0.8832617934403814
0.4688581809892292,0.42570273670268843
-1.6805695068926056e-15,0.020380375948815244
-0.46531074092927305,-0.3367029751135471
-0.8496519767940108,-1.030272436749153
-1.095668029303294,-1.037871572746361
-1.172543523877389,-1.1281728999644773
-1.0772916272198882,-0.9715413912970318
-0.8316805381151651,-0.7063006736305687
-0.47610678904366766,-0.44798533980030075
-0.06188081245110646,-0.1907397299968724
0.3567118393638063,0.3658507977265032
0.7294827315922182,0.6247681946265297
1.0158108789714853,0.7086896204083446
1.1881413263095846,0.9687159566784194
1.2334652570125944,1.3063968249594073
1.1529848282319195,1.3045268509036738
0.9603307729310465,1.0976677549876743
